_IDOBJ;NOM_COMPLET;THEME;LIBTHEME;CATEGORIE;LIBCATEGORIE;TYPE;LIBTYPE;STATUT;COMMUNE;ADRESSE;TELEPHONE;WEB;CODE_POSTAL;LONG_WGS84;LAT_WGS84
3190,000000000000000;Parking relais Tram François Mitterrand;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parking relais;;;;ST-HERBLAIN;Rue Virginia Woolf;;www.tan.fr;44800;-1,639484143055;47,221706200870
3189,000000000000000;Parking relais tram Le Cardo;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parking relais;;;;ORVAULT;Esplanade du Cardo;;www.tan.fr;44700;-1,584511980791;47,262502093615
3188,000000000000000;Parking relais Tram Frachon;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parking relais;;;;ST-HERBLAIN;Boulevard Salvador Allende;;www.tan.fr;44800;-1,621633361782;47,218696136551
3830,000000000000000;Station Accueil Anatole-France;10,000000000000000;DEPLACEMENT;1003,000000000000000;Station Bicloo;;;;NANTES;34 Rue Alexandre Dumas;;www.bicloo.nantesmetropole.fr;44000;-1,571392360493;47,223616443722
3838,000000000000000;Station Abonnement Millerand;10,000000000000000;DEPLACEMENT;1003,000000000000000;Station Bicloo;;;;NANTES;9 Boulevard Alexandre Millerand;;;44200;-1,530161413494;47,208217819463
3728,000000000000000;Station Abonnement Machines de l'Ile;10,000000000000000;DEPLACEMENT;1003,000000000000000;Station Bicloo;;;;NANTES;2 Boulevard Léon Bureau;;www.bicloo.nantesmetropole.fr;44200;-1,564825806150;47,206930260547
3994,000000000000000;Station Abonnement Rond Point Vannes;10,000000000000000;DEPLACEMENT;1003,000000000000000;Station Bicloo;;;;NANTES;63B Boulevard Lelasseur;;www.bicloo.nantesmetropole.fr;44000;-1,572012091255;47,229675345348
3744,000000000000000;Station Accueil Stade Saupin;10,000000000000000;DEPLACEMENT;1003,000000000000000;Station Bicloo;;;;NANTES;35 Quai de Malakoff;;www.bicloo.nantesmetropole.fr;44000;-1,539639581349;47,213978001005
3765,000000000000000;Station Accueil Malakoff;10,000000000000000;DEPLACEMENT;1003,000000000000000;Station Bicloo;;;;NANTES;13 Quai de Malakoff;;www.bicloo.nantesmetropole.fr;44000;-1,536420715916;47,213234526632
3724,000000000000000;Station Accueil Quai Moncousu;10,000000000000000;DEPLACEMENT;1003,000000000000000;Station Bicloo;;;;NANTES;10 Quai Moncousu;;www.bicloo.nantesmetropole.fr;44000;-1,555248414263;47,209365456061
3725,000000000000000;Station Accueil Madeleine;10,000000000000000;DEPLACEMENT;1003,000000000000000;Station Bicloo;;;;NANTES;2 Quai Moncousu;;www.bicloo.nantesmetropole.fr;44000;-1,550430474908;47,208815874652
3583,000000000000000;Parking relais tram Morlière Paquelais;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parking relais;;;;ORVAULT;50 Avenue de la Paquelais;;;44700;-1,602838747224;47,247823521862
